#HashTags,User,Location,Devices,Tweet,Favourites,Followers count,isVerifiedUser,Retweet Count
['Oscar'],hiddlesnape,academy miss robichau,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zendaya always so GORGEOUS #Oscar https://t.co/zMIt2Ot75b,18562,3008,FALSE,0
['Oscar'],ohseafarer,"dayton, oh","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @christylemire: In all the time they're wasting with these inane #Oscar pre-show gags and bits and regular-person interactions that add…,181714,791,FALSE,0
['Oscar'],2obiwan,atsuhina.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @spideysnews: More of Zendaya &amp; Andrew Garfield at the 2022 #Oscar ’s!
 https://t.co/UD8f5mdlOr",13736,53,FALSE,0
['Oscar'],_Acfstudios_,"Florida, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",188970,628,FALSE,0
"['Oscar', 'Oscars', 'Oscars2022', 'DUNE']",edgerton_harvey,Gotham City,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ThePlaylistNews: Pre-awards before the telecast: The #Oscar for Achievement in Sound goes to…'DUNE' #Oscars #Oscars2022 #DUNE https://t…,32930,96,FALSE,0
"['Oscar', 'Oscars2022']",ayirpelle,San Francisco Bay Area,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,278902,3008,FALSE,0
['oscar'],favclqrke,Styles,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @archiveshailees: daily reminder that hailee steinfeld is one of the youngest actresses ever to be nominated for an #oscar. https://t.co…,285,34,FALSE,0
['oscar'],thiagopbastos,"São Paulo, Brasil","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @a1andar: kelly mantle has just arrived to the 2022 #oscar red carpet 🤩 https://t.co/T5SX3uCgRI,38763,422,FALSE,0
['Oscar'],_Shhhh_ItsHer,Everywhere You Not¥ ;-),"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Timothée always showing up eating the girls alive!! Look at this slay. @RealChalamet #Oscar https://t.co/qu1ddFzszi,24050,743,FALSE,0
['Oscar'],prongsmymind,56 Lispenard Street ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Lord pls have some mercy. His back 😩 #Oscar https://t.co/kzBluVwmtH,87241,687,FALSE,0
[],ImPepperAnne,"In my bag, but I’m in his too ","<a href=""https://onloft.com/tweetlogix"" rel=""nofollow"">Tweetlogix</a>",Hate the shoes for Chloe but they stepped 😍,484,1145,FALSE,0
['Oscar'],ChalametTrix,hogwarts 💚,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @safefortimmy: #Oscar details. https://t.co/nptvz9q3Xz,1347,39,FALSE,0
['Oscar'],beyoncegarden,he/him,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @badguyshay: The hosts saying That be alive is there  favourite song nominated #Oscar https://t.co/tsgeHv3byF,39553,1023,FALSE,0
['Oscar'],YeauxAdrienne,"Florence, SC","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @LeslieHales: Jada’s dress is giving me 90s scrunch shirt vibes. 
#Oscar https://t.co/PAkFFOaAa9",6302,958,FALSE,0
['Oscar'],mepk00alcom,"New Hampshire, USA","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#Oscar 🚫 No Thanks!,329649,4149,FALSE,0
['Oscar'],de4rmike_,LUZ BDAY ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @safefortimmy: #Oscar details. https://t.co/nptvz9q3Xz,8497,405,FALSE,0
['Oscar'],Raffy_9394,slytherin common room ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ttboomstans: andrew garfield talking about jonathan larson one last time #Oscar 

https://t.co/512VIfJ3ef",71826,753,FALSE,0
['Oscar'],madifett,"McKinney, TX","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @VVFriedman: Kristen Stewart, also breaking some #Oscar red carpet rules. No mermaid dresses! No princess frocks! It's about time. https…",102390,2605,FALSE,0
['Oscar'],AlainAdk,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",209548,1834,FALSE,0
"['Oscar', 'Oscarsredcarpet']",StephAutryAU,"Raleigh, North Carolina","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Damn, Zendaya looks good on the red carpet. Just flawless! 😍 #Oscar #Oscarsredcarpet",2414,73,FALSE,0
['Oscar'],balfesgal,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @21metgala: Caitriona Balfe attends the 94th #Oscar https://t.co/JHqxLVpIyc,10949,1084,FALSE,0
['Oscar'],shawnsfantasy,paris,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sofia carson literally has the best #Oscar outfit https://t.co/W25x8wMqn7,5764,369,FALSE,0
['Oscar'],forfexi,she/her • fexi farm till 2024,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @appointedluke: HIS BACK #Oscar https://t.co/RZk81knRU5,14679,2535,FALSE,0
['Oscar'],AndrewJEisenman,"Greensboro, NC","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @MovingImageNYC: ✨The stars are all here.✨ #Oscar https://t.co/tPGEVG3QBP,45937,151,FALSE,0
['Oscar'],fangirlinganika,wish i would be in new york,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Why can’t I watch #Oscar this year meeh:((,93593,554,FALSE,0
[],stephhayes,Tampa Bay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I am very pro Jesse Plemons and Kirsten Dunst as a couple and tell anyone who will listen that they have an enormou… https://t.co/IgsAALvVrJ,9125,8032,TRUE,0
[],nesillz,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Terrible. What did he prove by attending the Oscar like this? What a pity. I don't think she's likely to win.… https://t.co/RjVrWVjNVy,545060,583,FALSE,0
['oscar'],uhhm__okay,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @a1andar: kelly mantle has just arrived to the 2022 #oscar red carpet 🤩 https://t.co/T5SX3uCgRI,824549,521,FALSE,0
[],RLukeDuBois,"New York, NY, USA","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @afamiglietti: Oh sure, but when *I* do it, it's ""unprofessional"" and ""inappropriate teaching attire""",139064,4458,TRUE,0
['Oscar'],hollywoodcloudd,j. smart  &  m. streep,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @21metgala: Cynthia Erivo attends the 94th #Oscar https://t.co/JeelL2mfH2,22668,2674,FALSE,0
['Oscar'],kaylenstrahl_13,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @IndieWire: Timothée Chalamet is here and #Oscar ready! https://t.co/SoPjvhZToF,69037,299,FALSE,0
['Oscar'],aflyingponceno,MCO 🏠/NYC and LA ✈️,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","My #Oscar ranking for Best Picture this year!

1) CODA; 2) Belfast; 3) Dune; 4) Don't Look Up; 5) West Side Story;… https://t.co/B9X0ypCOaP",24,25,FALSE,0
['Oscar'],twoswimcap,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @VVFriedman: Kristen Stewart, also breaking some #Oscar red carpet rules. No mermaid dresses! No princess frocks! It's about time. https…",1084,21,FALSE,0
[],ShannonOConnor0,"Los Angeles, CA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I’m not okay… Omg. The open shirt. K Stew’s look continues to kill me in the best way.,21517,2008,TRUE,0
['Oscar'],lizzzy_272,"Columbus, OH","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @taericherous: i fucking died #Oscar
https://t.co/yJAyHgpSD3",15676,292,FALSE,0
['Oscar'],isabellecritic,"Texas, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @christylemire: In all the time they're wasting with these inane #Oscar pre-show gags and bits and regular-person interactions that add…,5164,1133,FALSE,0
['Oscar'],wnderbella,she/her ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",i’m sick. the back #Oscar https://t.co/HUQJYlfaif,4359,91,FALSE,0
['Oscar'],joenmikefav,now you see me 💭,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @niallssweatt: ANDREW AND ZENDAYA ANDREW AND ZENDAYA 😭😭😭 #Oscar https://t.co/fvhiwX8Qlj,19883,1308,FALSE,0
['Oscar'],leighistory,capão city ,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @_DCCBRASIL: Jason Momoa no red carpet do #Oscar https://t.co/h8Sjz5VQwm,147277,1762,FALSE,0
['Oscar'],angelsxnset,20 ♋ | she/her | multi ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @safefortimmy: timothée chalamet being an icon as he damn should #Oscar https://t.co/dncKXGkZe8,108564,2039,FALSE,0
['Oscar'],wizkidbot,,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wizkid retweet bot</a>","RT @ulutimothy: Men are really mistreated. This lady said it all

Ruger Burna Feminist 
Wizkid

#Oscar https://t.co/Tjw0STwMXf",1,676,FALSE,0
['Oscar'],itshogwartian,Hogwarts ϟ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @christylemire: In all the time they're wasting with these inane #Oscar pre-show gags and bits and regular-person interactions that add…,57391,4509,FALSE,0
['Oscar'],youngroyaIsrry,she/they | no stunts,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",23327,1222,FALSE,0
['Oscar'],angeliefields,Southern California,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @FILSP4CE: OK IT’S HAPPENING EVERYBODY STAY CALM  #Oscar https://t.co/bQzhEgCtlS,12001,42,FALSE,0
"['Oscar', 'Oscars']",renanvillalba_,Criticando e comentando ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Will Smith e Jada Pinkett Smith chegaram ao #Oscar 2022 #Oscars https://t.co/3SIfOlqPNh,2024,72,FALSE,0
"['Oscar', 'Oscars2022']",SammieCreator,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","And my sister's keeping me up for this? Screw it, I got a day job tomorrow.🤦‍♀️ #Oscar #Oscars2022",275,10,FALSE,0
['Oscar'],sane_fucker,"Mankato, MN","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",A toddler Oscar party is a thing? #Oscar,715,192,FALSE,0
['Oscar'],Vee16Queen,he/him ,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @JayCee1911: Venus &amp; Serena tonight at the #Oscar. Be right back I'm going to get my wig and my edges because they SNATCHED them clean o…,211884,1203,FALSE,0
['Oscar'],JacobElrd,He/Him. Parody.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Arrives at the #Oscar https://t.co/PJe2j9IUUR,195,306,FALSE,0
['Oscar'],meyhollander,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JamieTheBat_: The 2 best celebrities there tonight
#Oscar https://t.co/k6zFbAcKcU",2106,485,FALSE,0
[],taystwin_14,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",oh im in love,160486,667,FALSE,0
"['Oscar', 'AcademyAwards']",barrysbigbiceps,she/her | 18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @C4STAMERE: Ramin Djawadi has won the Best Original Score #Oscar Award for ‘ETERNALS’ at the #AcademyAwards. https://t.co/PekablvvMa,19497,794,FALSE,0
[],Miss_Alma_Marie,DFW,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",Will better win tonight,17771,824,FALSE,0
[],envisage4,United States,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ScottDMenzel: I’ve been a supporter of Kristen Stewart’s career since Speak premiered at Sundance in 2004. I couldn’t be happier for he…,5499,86,FALSE,0
"['Oscars', 'AndrewGarfield', 'Oscar', 'Oscars2022']",parkernochuu,"Queens, NY","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @maaari_ii: Andrew with Zendaya and Benedict!! it looks so cute ❤ 
#Oscars #AndrewGarfield #Oscar #Oscars2022 https://t.co/79fuOmRrH3",6330,100,FALSE,0
['Oscar'],iSEBTONIN,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @andrewthinker: TONIGHT IS YOUR NIGHT, MY LOVE! 

(video by @RaminSetoodeh) #Oscar https://t.co/zf882oqVA4",75839,6849,FALSE,0
['Oscar'],engidusoleil,harry,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JamieTheBat_: Robert Pattison has ARRIVED!
#Oscar https://t.co/F7tRq0EGxd",95,33,FALSE,0
"['Oscar', 'Oscar2022']",eitwbbs7,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Same energy:
#Oscar #Oscar2022 https://t.co/zu7lGKp2Q9",553,2,FALSE,0
"['Oscars2022', 'Oscar']",healingaesthete,she/her ♊️,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",now Billie what is this......???? #Oscars2022 #Oscar https://t.co/ygJ828kxgm,2167,21,FALSE,0
[],emmasfrqst,exoplanet 🪐,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Stunning wow,30916,77,FALSE,0
['Oscar'],blo0d1shy,{she/they} spanish/english,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LetsOTT: #Oscar stage 2022 first look! https://t.co/2hEQUUyISU,11807,108,FALSE,0
[],barbscass,https://wafflesjerome.tumblr.c,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Why didn’t she wear this,215636,1097,FALSE,0
['Oscar'],signedmarjorie,"Cair Paravel, Narnia ☽☾","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FIRST OSCAR FOR DUNE I'M SO PROUD
#Oscar",4708,664,FALSE,0
['Oscar'],MissMySnicka,USA (for now),"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Fabulousity201: If the girls insist on wearing black, Schiaparelli was available. #Oscar https://t.co/qyqEe7ts5B",7538,513,FALSE,0
"['Zendaya', 'Oscar', 'Oscars2022']",babyshan211,Jamaica,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@_Lussifer_ Me too baby girl, me too😱😍💖
#Zendaya #Oscar #Oscars2022 https://t.co/D52SspatOA",29846,82,FALSE,0
[],tbslonfilms,"they  xe  she⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀     
! 19 🇲🇽 cbyf !
multi account","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",love her,143500,1709,FALSE,0
['Oscar'],Justice2371,"El Paso, TX","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @safefortimmy: #Oscar details. https://t.co/nptvz9q3Xz,43103,182,FALSE,0
['Oscar'],jor_gees,Greece,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MovingImageNYC: ✨The stars are all here.✨ #Oscar https://t.co/tPGEVG3QBP,8583,84,FALSE,0
['Oscar'],jeanggr,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @klaizzie: SHAKING, CRYING, SHE IS A GODDESS #Oscar https://t.co/ApPd5OdY8k",48,2,FALSE,0
['Oscar'],chast4in,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @tinychastain: The same emotion for Jessica Chastain at the #Oscar https://t.co/VPaQhce3hk,46452,7548,FALSE,0
['Oscar'],marin123011,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @IndieWire: Timothée Chalamet is here and #Oscar ready! https://t.co/SoPjvhZToF,15695,41,FALSE,0
['Oscar'],timmylover95,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @safefortimmy: timothée chalamet being an icon as he damn should #Oscar https://t.co/dncKXGkZe8,609,101,FALSE,0
"['Oscar', 'AcademyAwards']",heavysoal,🤍❤️🤍; she19her,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @C4STAMERE: Ramin Djawadi has won the Best Original Score #Oscar Award for ‘ETERNALS’ at the #AcademyAwards. https://t.co/PekablvvMa,49488,3195,FALSE,0
"['Oscar', 'Oscars2022']",dre__cole,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @gomezgaIore: Laverne cox in custom August Getty at the #Oscar #Oscars2022 

 https://t.co/NHD79PZxie",68668,14410,FALSE,0
"['Oscar', 'AcademyAwards', 'Oscarsredcarpet']",ShaCollier,"Indiana, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tonight, it’s the #Oscar ’s but it’s looking more like the Golden Globes 😅
#AcademyAwards  #Oscarsredcarpet https://t.co/2mS08Yt1s9",9475,300,FALSE,0
"['Oscars2022', 'Oscar']",TonightsEntert3,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Favorite Duo on #Oscars2022 Red Carpet🔥
#Oscar https://t.co/RMUvq3ahhH",1104,34,FALSE,0
['Oscar'],oxytetas,𖥻﹙o/ele/-o﹚,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @billieethinker: the queen arrived #Oscar https://t.co/HZzLdtCLTw,540,1130,FALSE,0
[],Rayn3szn,COBB COUNTY GA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I want both,22289,321,FALSE,0
"['Oscars2022', 'Oscar']",nonpsyc,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",caitriona balfe #Oscars2022 #Oscar https://t.co/lVQwhLQKq8,2648,477,FALSE,0
['Oscar'],thethirdhan,hell,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @MovingImageNYC: ✨The stars are all here.✨ #Oscar https://t.co/tPGEVG3QBP,33423,12991,FALSE,0
['Oscar'],kbaileyjava2,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @christylemire: In all the time they're wasting with these inane #Oscar pre-show gags and bits and regular-person interactions that add…,801078,1226,FALSE,0
